Site Pt,Area,Northing,Easting,Pressure,Temp,Date Time,CH4 slope,H2S slope,CO2 slope,CH4 flux,H2S flux,CO2 flux
SFTC060420_72,SFTC,1243154,2372530,776.6,45.4,6/4/20,0,-0.029,0.128,0,0,0.029186
SFTC060420_73,SFTC,1243187,2372715,776.5,45.3,6/4/20,0,-0.044,0.611,0,0,0.139345
SFTC060420_74,SFTC,1243201,2372962,776.6,45.2,6/4/20,0,-0.055,0.403,0,0,0.091949
SFTC060420_75,SFTC,1243157,2373128,776.7,45.1,6/4/20,0,-0.002,2.443,0,0,0.557647
SFTC060420_76,SFTC,1243156,2373366,777,45,6/4/20,0,-0.028,0.27,0,0,0.061674
SFTC060420_77,SFTC,1243060,2373390,777,44.9,6/4/20,0,-0.013,0.781,0,0,0.178455
SFTC060420_78,SFTC,1242928,2373176,776.8,44.7,6/4/20,0,-0.057,0.652,0,0,0.149034
SFTC060420_79,SFTC,1242997,2372968,775.8,44.5,6/4/20,0,-0.031,1.259,0,0,0.287593
SFTC060420_80,SFTC,1242840,2372930,775.9,44.3,6/4/20,0,-0.021,0.928,0,0,0.212143
SFTC060420_81,SFTC,1242851,2373138,775.1,44.1,6/4/20,0,-0.007,1.344,0,0,0.307119
SFTC060420_82,SFTC,1242728,2373353,774.9,43.9,6/4/20,0,-0.039,0.714,0,0,0.163218
SFTC060420_83,SFTC,1242805,2373574,774.6,43.8,6/4/20,0,-0.031,1.023,0,0,0.233837
SFTC060420_84,SFTC,1242613,2373729,775.8,43.7,6/4/20,0,-0.014,0.569,0,0,0.130305
SFTC060420_85,SFTC,1242579,2373910,776.2,43.6,6/4/20,0,-0.022,0.015,0,0,0.003438
SFTC060420_86,SFTC,1242579,2374079,776.2,43.6,6/4/20,0,-0.029,0.178,0,0,0.040797
SFTC060420_87,SFTC,1242780,2374075,776.6,43.5,6/4/20,0,-0.021,0.362,0,0,0.083038
SFTC060420_88,SFTC,1242829,2373961,776.5,43.5,6/4/20,0,-0.035,1.427,0,0,0.327293
SFTC060420_89,SFTC,1242985,2374067,776.6,43.5,6/4/20,0,-0.034,0.419,0,0,0.096113
SFTC060420_90,SFTC,1242978,2373974,777,43.5,6/4/20,0,-0.013,0.692,0,0,0.158818
SFTC060420_91,SFTC,1242796,2373779,776.8,43.6,6/4/20,0,-0.032,0.533,0,0,0.122256
SFTC060420_92,SFTC,1242879,2373766,776.8,43.6,6/4/20,0,-0.007,0.098,0,0,0.022479
SFTC060420_93,SFTC,1242977,2373760,776.6,43.7,6/4/20,0,-0.019,0.046,0,0,0.010545
SFTC060420_94,SFTC,1243035,2373579,776.9,43.8,6/4/20,0,-0.03,0.861,0,0,0.197392
SFTC060420_95,SFTC,1243160,2373557,776.5,43.9,6/4/20,0,-0.018,0.074,0,0,0.016951
SFTC060420_96,SFTC,1243251,2373581,776.9,43.9,6/4/20,0,-0.005,0.269,0,0,0.061651
SFTC061720_01,SFTC,1243374,2373775,775.9,26.4,6/17/20,-0.639,-0.018,-0.146,0,0,0
SFTC061720_02,SFTC,1243304,2373712,775.9,27.3,6/17/20,0,-0.006,0.267,0,0,0.064491
SFTC061720_03,SFTC,1243299,2373764,776,28,6/17/20,0,-0.004,0.528,0,0,0.127252
SFTC061720_04,SFTC,1243299,2373818,776,28.5,6/17/20,0,-0.019,2.718,0,0,0.653972
SFTC061720_05,SFTC,1243297,2373845,776.2,29.4,6/17/20,0,-0.008,1.778,0,0,0.426638
SFTC061720_06,SFTC,1243306,2373880,776.3,29.8,6/17/20,-0.255,-0.002,3.806,0,0,0.912176
SFTC061720_07,SFTC,1243327,2373900,776.3,30.3,6/17/20,-0.046,-0.028,0.689,0,0,0.164859
SFTC061720_08,SFTC,1243299,2373924,776.5,30.8,6/17/20,0,-0.017,0.969,0,0,0.231534
SFTC061720_09,SFTC,1243245,2373920,776.5,31.3,6/17/20,-0.636,-0.01,2.034,0,0,0.485208
SFTC061720_10,SFTC,1243238,2373861,776.5,31.9,6/17/20,0,-0.016,0.861,0,0,0.204986
SFTC061720_100,SFTC,1243440,2373927,774.9,43.2,6/17/20,-0.56,-0.023,0.228,0,0,0.052235
SFTC061720_11,SFTC,1243250,2373829,776.5,32.3,6/17/20,0,-0.013,0.155,0,0,0.036854
SFTC061720_12,SFTC,1243264,2373803,776.5,32.8,6/17/20,0,-0.001,0.136,0,0,0.032284
SFTC061720_13,SFTC,1243224,2373783,776.2,33.5,6/17/20,-0.714,-0.02,0.291,0,0,0.068893
SFTC061720_14,SFTC,1243204,2373743,776.5,34,6/17/20,0,-0.003,0.039,0,0,0.009222
SFTC061720_15,SFTC,1243264,2373671,776.5,34.8,6/17/20,-0.001,-0.001,0.074,0,0,0.017452
SFTC061720_16,SFTC,1243164,2373688,776.3,35.4,6/17/20,0,-0.009,0.799,0,0,0.188019
SFTC061720_17,SFTC,1243160,2373768,776.5,35.8,6/17/20,0,-0.029,1.029,0,0,0.241891
SFTC061720_18,SFTC,1243170,2373874,776.6,36.2,6/17/20,-0.123,-0.037,1.736,0,0,0.407613
SFTC061720_19,SFTC,1243193,2373968,776.6,36.6,6/17/20,-0.713,-0.032,0.453,0,0,0.106227
SFTC061720_20,SFTC,1243217,2373981,776.6,37.2,6/17/20,0,-0.03,0.623,0,0,0.145809
SFTC061720_21,SFTC,1243236,2373988,776.5,37.6,6/17/20,0,-0.006,0.465,0,0,0.108676
SFTC061720_22,SFTC,1243207,2374048,776.6,37.9,6/17/20,-1.315,-0.031,1.305,0,0,0.30474
SFTC061720_23,SFTC,1243164,2374018,776.6,38.2,6/17/20,0,-0.011,0.237,0,0,0.05529
SFTC061720_24,SFTC,1243167,2374043,776.6,38.3,6/17/20,0,-0.011,0.032,0,0,0.007463
SFTC061720_25,SFTC,1243159,2374082,776.2,38.4,6/17/20,0,-0.027,0.413,0,0,0.096238
SFTC061720_26,SFTC,1243167,2374118,775.6,38.5,6/17/20,0,-0.014,0.226,0,0,0.052605
SFTC061720_27,SFTC,1243193,2374155,778.1,38.5,6/17/20,0,-0.001,0.458,0,0,0.106951
SFTC061720_28,SFTC,1243215,2374178,775.4,38.5,6/17/20,0,-0.015,0.254,0,0,0.059108
SFTC061720_29,SFTC,1243230,2374219,775.4,38.4,6/17/20,0,-0.019,0.349,0,0,0.081241
SFTC061720_30,SFTC,1243215,2374254,775.1,38.3,6/17/20,0,-0.018,0.369,0,0,0.085891
SFTC061720_31,SFTC,1243245,2374268,775.4,38.2,6/17/20,0,-0.018,0.226,0,0,0.052642
SFTC061720_32,SFTC,1243254,2374193,775.4,38,6/17/20,0,-0.014,0.915,0,0,0.213269
SFTC061720_33,SFTC,1243271,2374199,778.7,37.9,6/17/20,1.224,0.017,3.725,0.286598,0.003981,0.872203
SFTC061720_34,SFTC,1243283,2374215,776,37.8,6/17/20,5.317,0.01,0.913,1.241049,0.002334,0.213105
SFTC061720_35,SFTC,1243268,2374148,776,37.7,6/17/20,0,-0.019,2.221,0,0,0.518574
SFTC061720_36,SFTC,1243251,2374114,776.3,37.7,6/17/20,0,-0.011,1.298,0,0,0.303183
SFTC061720_37,SFTC,1243225,2374087,776.5,37.7,6/17/20,0,-0.013,1.026,0,0,0.239712
SFTC061720_38,SFTC,1243286,2374109,776.6,37.7,6/17/20,0,-0.006,2.106,0,0,0.492103
SFTC061720_39,SFTC,1243268,2374118,776.3,37.7,6/17/20,0,-0.028,1.747,0,0,0.408059
SFTC061720_40,SFTC,1243293,2374121,776.3,37.8,6/17/20,0,-0.028,2.118,0,0,0.494557
SFTC061720_41,SFTC,1243317,2374163,776.3,37.9,6/17/20,0,-0.011,0.448,0,0,0.104575
SFTC061720_42,SFTC,1243318,2374149,776.3,38,6/17/20,2.666,0.003,10.574,0.622115,0.0007,2.467461
SFTC061720_43,SFTC,1243339,2374135,776.5,38.2,6/17/20,0,-0.01,0.691,0,0,0.161184
SFTC061720_44,SFTC,1243348,2374145,776.5,38.4,6/17/20,0,-0.005,0.778,0,0,0.181361
SFTC061720_45,SFTC,1243360,2374148,776.5,38.7,6/17/20,0,-0.011,0.569,0,0,0.132513
SFTC061720_46,SFTC,1243361,2374158,776.5,38.9,6/17/20,0,-0.013,0.473,0,0,0.110085
SFTC061720_47,SFTC,1243372,2374165,776.5,39.2,6/17/20,5.794,0.005,1.556,1.347192,0.001163,0.361793
SFTC061720_48,SFTC,1243371,2374180,779.3,39.4,6/17/20,0,-0.01,0.392,0,0,0.091416
SFTC061720_49,SFTC,1243362,2374193,778.9,39.6,6/17/20,0,-0.006,0.481,0,0,0.112042
SFTC061720_50,SFTC,1243380,2374194,778.9,39.9,6/17/20,-0.032,-0.009,0.363,0,0,0.084475
SFTC061720_51,SFTC,1243343,2374233,776.3,40.1,6/17/20,-0.298,-0.009,0.908,0,0,0.210463
SFTC061720_52,SFTC,1243358,2374266,776.3,40.3,6/17/20,-0.281,-0.005,0.582,0,0,0.134814
SFTC061720_53,SFTC,1243364,2374254,776.3,40.5,6/17/20,-0.376,-0.012,0.427,0,0,0.098847
SFTC061720_54,SFTC,1243387,2374230,776.3,40.7,6/17/20,0,-0.014,1.663,0,0,0.384725
SFTC061720_55,SFTC,1243410,2374243,776.3,40.9,6/17/20,35.845,0.02,2.522,8.287251,0.004624,0.583078
SFTC061720_56,SFTC,1243428,2374238,776.5,41.1,6/17/20,0,-0.022,1.998,0,0,0.461756
SFTC061720_57,SFTC,1243429,2374212,779.3,41.3,6/17/20,2.214,0.058,3.542,0.513194,0.013444,0.821018
SFTC061720_58,SFTC,1243436,2374179,776.5,41.5,6/17/20,-0.41,-0.042,1.827,0,0,0.4217
SFTC061720_59,SFTC,1243441,2374149,776.3,41.6,6/17/20,-0.323,-0.043,1.358,0,0,0.313267
SFTC061720_60,SFTC,1243416,2374149,776.5,41.8,6/17/20,-0.59,-0.013,1.571,0,0,0.362266
SFTC061720_61,SFTC,1243413,2374162,776.5,42,6/17/20,-0.707,-0.008,0.315,0,0,0.072592
SFTC061720_62,SFTC,1243399,2374185,776.3,42.1,6/17/20,0,-0.018,0.25,0,0,0.057579
SFTC061720_63,SFTC,1243400,2374148,776.3,42.2,6/17/20,1.185,0.028,2.352,0.272839,0.006447,0.541533
SFTC061720_64,SFTC,1243380,2374142,776.3,42.3,6/17/20,90.166,0.039,8.617,20.75358,0.008977,1.983382
SFTC061720_65,SFTC,1243341,2374095,776.2,42.4,6/17/20,-0.002,-0.06,0.356,0,0,0.081904
SFTC061720_66,SFTC,1243301,2374091,776.1,42.5,6/17/20,-0.138,-0.017,1.809,0,0,0.416008
SFTC061720_67,SFTC,1243284,2374063,776.2,42.6,6/17/20,0,-0.034,1.006,0,0,0.231302
SFTC061720_68,SFTC,1243271,2374044,776.2,42.7,6/17/20,0,-0.022,0.585,0,0,0.134462
SFTC061720_69,SFTC,1243337,2374040,776.1,42.7,6/17/20,-1.049,-0.008,0.553,0,0,0.12709
SFTC061720_70,SFTC,1243362,2374032,776.1,42.8,6/17/20,0,-0.011,0.472,0,0,0.108441
SFTC061720_71,SFTC,1243340,2373984,775.9,42.9,6/17/20,0,-0.02,0.315,0,0,0.072329
SFTC061720_72,SFTC,1243371,2373992,775.9,43,6/17/20,-0.386,-0.011,0.875,0,0,0.20085
SFTC061720_73,SFTC,1243402,2373998,775.9,43,6/17/20,-0.84,-0.021,4.667,0,0,1.071276
SFTC061720_74,SFTC,1243409,2374013,775.9,43.1,6/17/20,0,-0.005,0.173,0,0,0.039698
SFTC061720_75,SFTC,1243420,2373979,778.5,43.1,6/17/20,-0.485,-0.01,1.295,0,0,0.29816
SFTC061720_76,SFTC,1243453,2373944,775.5,43.1,6/17/20,0,-0.02,0.662,0,0,0.151831
SFTC061720_77,SFTC,1243480,2373939,775.5,43.2,6/17/20,8.906,0.017,4.991,2.041962,0.003898,1.144334
SFTC061720_78,SFTC,1243492,2373988,775.5,43.2,6/17/20,2.568,0.014,2.479,0.58879,0.00321,0.568384
SFTC061720_79,SFTC,1243463,2374030,775.8,43.2,6/17/20,-0.134,-0.019,1.578,0,0,0.361943
SFTC061720_80,SFTC,1243442,2374068,775.9,43.2,6/17/20,-0.302,-0.016,0.426,0,0,0.097723
SFTC061720_81,SFTC,1243396,2374066,775.9,43.3,6/17/20,-0.467,-0.026,0.342,0,0,0.078429
SFTC061720_82,SFTC,1243411,2374099,775.9,43.3,6/17/20,0,-0.02,0.441,0,0,0.101132
SFTC061720_83,SFTC,1243390,2374116,776.1,43.3,6/17/20,-0.081,-0.021,0.601,0,0,0.13786
SFTC061720_84,SFTC,1243439,2374119,775.9,43.3,6/17/20,-0.387,-0.017,0.816,0,0,0.187129
SFTC061720_85,SFTC,1243505,2374062,775.9,43.3,6/17/20,-0.477,-0.001,0.474,0,0,0.1087
SFTC061720_86,SFTC,1243534,2374057,775.8,43.3,6/17/20,-0.429,-0.029,0.568,0,0,0.13024
SFTC061720_87,SFTC,1243555,2374048,775.9,43.4,6/17/20,-0.169,-0.007,0.648,0,0,0.148556
SFTC061720_88,SFTC,1243606,2374056,775.8,43.4,6/17/20,-0.134,-0.004,0.534,0,0,0.122405
SFTC061720_89,SFTC,1243563,2374107,775.8,43.4,6/17/20,0,-0.001,0.201,0,0,0.046074
SFTC061720_90,SFTC,1243509,2374104,778.8,43.4,6/17/20,-0.163,-0.002,0.365,0,0,0.08399
SFTC061720_91,SFTC,1243490,2374190,776.1,43.4,6/17/20,-0.463,-0.027,0.362,0,0,0.083011
SFTC061720_92,SFTC,1243735,2374132,776.2,43.3,6/17/20,-0.895,-0.01,0.081,0,0,0.018583
SFTC061720_93,SFTC,1243685,2374057,775.8,43.3,6/17/20,-0.383,-0.01,-0.042,0,0,0
SFTC061720_94,SFTC,1243651,2374021,775.8,43.3,6/17/20,-0.103,-0.005,0.126,0,0,0.028891
SFTC061720_95,SFTC,1243605,2373982,775.5,43.3,6/17/20,-0.32,-0.007,0.004,0,0,0.000917
SFTC061720_96,SFTC,1243564,2373969,775.4,43.3,6/17/20,-0.602,-0.007,0.028,0,0,0.006417
SFTC061720_97,SFTC,1243521,2373922,775.3,43.3,6/17/20,-0.13,-0.005,0.066,0,0,0.015124
SFTC061720_98,SFTC,1243487,2373885,775.3,43.3,6/17/20,-0.076,-0.003,0.024,0,0,0.0055
SFTC061720_99,SFTC,1243445,2373808,774.9,43.2,6/17/20,-0.281,-0.013,0.103,0,0,0.023598
SFTC061820_101,SFTC,1243550,2374185,777,27,6/18/20,-0.732,-0.008,0.74,0,0,0.17917
SFTC061820_102,SFTC,1243540,2374275,777,27.8,6/18/20,-0.611,-0.001,1.21,0,0,0.292189
SFTC061820_103,SFTC,1243504,2374306,776.9,28.5,6/18/20,-0.179,-0.008,0.137,0,0,0.033001
SFTC061820_104,SFTC,1243521,2374396,777,29.1,6/18/20,-0.538,-0.009,-0.014,0,0,0
SFTC061820_105,SFTC,1243545,2374575,777.1,29.9,6/18/20,-0.682,-0.01,1.448,0,0,0.347282
SFTC061820_106,SFTC,1243460,2374466,777.1,30.5,6/18/20,0,-0.008,0.209,0,0,0.050027
SFTC061820_107,SFTC,1243462,2374354,777,31.1,6/18/20,0,-0.012,0.677,0,0,0.161708
SFTC061820_108,SFTC,1243411,2374333,776.9,31.7,6/18/20,-0.019,-0.001,0.667,0,0,0.158985
SFTC061820_109,SFTC,1243332,2374366,776.7,32.3,6/18/20,-0.315,-0.007,5.527,0,0,1.314479
SFTC061820_110,SFTC,1243344,2374458,776.6,32.9,6/18/20,-1.193,-0.007,1.271,0,0,0.301649
SFTC061820_111,SFTC,1243300,2374417,776.3,33.5,6/18/20,-1.185,-0.009,0.894,0,0,0.211678
SFTC061820_112,SFTC,1243274,2374352,776,34.1,6/18/20,14.592,0.009,1.324,3.446956,0.002126,0.312758
SFTC061820_113,SFTC,1243251,2374351,775.9,34.7,6/18/20,-0.805,-0.01,3.311,0,0,0.780507
SFTC061820_114,SFTC,1243197,2374353,775.5,35.1,6/18/20,-0.748,-0.01,0.519,0,0,0.122123
SFTC061820_115,SFTC,1243293,2374565,775.2,35.7,6/18/20,-1.406,-0.007,2.909,0,0,0.682906
SFTC061820_116,SFTC,1243342,2374630,776.3,36.1,6/18/20,0,-0.006,0.269,0,0,0.063157
SFTC061820_117,SFTC,1243435,2374739,776.3,36.4,6/18/20,-0.862,-0.012,0.598,0,0,0.140266
SFTC061820_118,SFTC,1243261,2374758,776.3,36.9,6/18/20,0,-0.002,0.262,0,0,0.061355
SFTC061820_119,SFTC,1243256,2374661,775,37.2,6/18/20,0,-0.014,1.084,0,0,0.253181
SFTC061820_120,SFTC,1243192,2374643,775.4,37.4,6/18/20,0,-0.012,0.685,0,0,0.159969
SFTC061820_121,SFTC,1243181,2374560,775,37.5,6/18/20,0,-0.028,1.865,0,0,0.435171
SFTC061820_122,SFTC,1243162,2374508,775.1,37.6,6/18/20,0,-0.002,0.816,0,0,0.190365
SFTC061820_123,SFTC,1243076,2374574,775.1,37.6,6/18/20,0,-0.008,0.065,0,0,0.015164
SFTC061820_124,SFTC,1243067,2374618,774.3,37.6,6/18/20,0,-0.019,0.344,0,0,0.080169
SFTC061820_125,SFTC,1243143,2374736,773.9,37.7,6/18/20,0,-0.003,0.146,0,0,0.033997
SFTC061820_126,SFTC,1242988,2374744,773.5,37.7,6/18/20,0,-0.008,0.543,0,0,0.126375
SFTC061820_127,SFTC,1243003,2374662,773.8,37.8,6/18/20,-0.033,-0.003,0.183,0,0,0.042593
SFTC061820_128,SFTC,1242960,2374553,776.5,38,6/18/20,-0.455,-0.01,0.283,0,0,0.066056
SFTC061820_129,SFTC,1242950,2374426,773.4,38.1,6/18/20,0,-0.008,0.154,0,0,0.03579
SFTC061820_130,SFTC,1242990,2374330,773.8,38.2,6/18/20,-0.335,-0.009,0.287,0,0,0.066713
SFTC061820_131,SFTC,1243036,2374329,774.4,38.3,6/18/20,0,-0.01,0.399,0,0,0.09279
SFTC061820_132,SFTC,1243095,2374376,774.3,38.4,6/18/20,-0.327,-0.013,0.204,0,0,0.04742
SFTC061820_133,SFTC,1243055,2374437,774.2,38.5,6/18/20,-0.092,-0.008,0.413,0,0,0.095959
SFTC061820_134,SFTC,1242847,2374554,774,38.5,6/18/20,-0.164,-0.011,0.424,0,0,0.09849
SFTC061820_135,SFTC,1242604,2374406,773.8,38.5,6/18/20,-0.264,-0.005,0.358,0,0,0.083137
SFTC061820_136,SFTC,1242604,2374558,773.8,38.4,6/18/20,-0.105,-0.009,0.23,0,0,0.053429
SFTC061820_137,SFTC,1242707,2374743,773.8,38.4,6/18/20,-0.864,-0.021,0.401,0,0,0.093153
SFTC061820_138,SFTC,1242841,2374750,773.6,38.3,6/18/20,-0.059,-0.01,0.57,0,0,0.13242
SFTC061820_139,SFTC,1242867,2374828,772.9,38.3,6/18/20,-0.535,-0.013,0.629,0,0,0.145995
SFTC061820_140,SFTC,1243046,2374991,773.1,38.2,6/18/20,-0.461,-0.019,0.503,0,0,0.116817
SFTC061820_141,SFTC,1243047,2375046,773.8,38.1,6/18/20,-1.179,-0.014,0.071,0,0,0.016509
SFTC061820_142,SFTC,1243151,2375014,774,38.1,6/18/20,71.505,0,20.839,16.63103,0,4.84685
SFTC061820_143,SFTC,1243179,2374912,774,38.1,6/18/20,-0.33,-0.018,0.426,0,0,0.099081
SFTC061820_144,SFTC,1243218,2374939,773.1,38.1,6/18/20,1.11,0.02,3.716,0.25787,0.004646,0.863283
SFTC061820_145,SFTC,1243258,2374955,773.8,38.2,6/18/20,-0.438,-0.006,1.086,0,0,0.252441
SFTC061820_146,SFTC,1243276,2375031,773.9,38.3,6/18/20,-0.124,-0.016,0.237,0,0,0.05508
SFTC061820_147,SFTC,1243384,2374967,774.6,38.5,6/18/20,-0.015,-0.014,0.541,0,0,0.125765
SFTC061820_148,SFTC,1243424,2375037,775.1,38.6,6/18/20,-0.952,-0.009,0.129,0,0,0.029998
SFTC061820_149,SFTC,1243577,2374951,775.5,38.8,6/18/20,-0.284,-0.011,0.148,0,0,0.034412
SFTC061920_150,SFTC,1243461,2375101,776.5,30.6,6/19/20,-2.031,-0.014,0.197,0,0,0.047102
SFTC061920_151,SFTC,1243329,2375145,776.3,31.4,6/19/20,-0.033,-0.01,0.061,0,0,0.014543
SFTC061920_152,SFTC,1243204,2375171,775.9,32,6/19/20,-0.514,-0.003,0.026,0,0,0.006183
SFTC061920_153,SFTC,1243011,2375157,775.8,32.8,6/19/20,-0.982,-0.004,0.056,0,0,0.013281
SFTC061920_154,SFTC,1242574,2374967,775.5,33.8,6/19/20,-0.386,-0.009,0.248,0,0,0.058603
SFTC061920_155,SFTC,1242504,2374947,774.7,34.3,6/19/20,0,-0.003,0.48,0,0,0.113123
SFTC061920_156,SFTC,1242389,2375092,774.7,34.9,6/19/20,-0.225,-0.009,0.074,0,0,0.017406
SFTC061920_157,SFTC,1242559,2375179,774.8,35.4,6/19/20,29.197,0.025,4.646,6.857304,0.005872,1.091175
SFTC061920_158,SFTC,1242760,2375235,775.1,35.8,6/19/20,-0.127,-0.008,0.315,0,0,0.073915
SFTC061920_159,SFTC,1242756,2375278,775.1,36.2,6/19/20,-0.353,-0.009,1.014,0,0,0.237628
SFTC061920_160,SFTC,1242548,2375392,775.2,36.6,6/19/20,-0.892,-0.005,0.064,0,0,0.014981
SFTC061920_161,SFTC,1242363,2375319,774.2,36.9,6/19/20,-1.185,-0.02,0.294,0,0,0.068663
SFTC061920_162,SFTC,1242558,2375221,774.3,37.3,6/19/20,11.542,0.027,6.086,2.692463,0.006298,1.419713
SFTC061920_163,SFTC,1242419,2375507,774.6,37.5,6/19/20,-1.466,-0.006,0.481,0,0,0.112177
SFTC061920_164,SFTC,1242565,2375525,773.5,37.8,6/19/20,-0.214,-0.02,1.236,0,0,0.287567
SFTC061920_165,SFTC,1242738,2375514,773.9,38,6/19/20,-0.206,-0.02,1.15,0,0,0.267525
SFTC061920_166,SFTC,1242724,2375770,774,38.2,6/19/20,0,-0.012,0.992,0,0,0.230651
SFTC061920_167,SFTC,1242571,2375769,772.8,38.4,6/19/20,0,-0.002,1.615,0,0,0.374682
SFTC061920_168,SFTC,1242422,2375741,772.4,38.6,6/19/20,0,-0.022,1.04,0,0,0.241002
SFTC061920_169,SFTC,1242479,2375956,772.8,38.7,6/19/20,0,-0.007,0.622,0,0,0.144166
SFTC061920_170,SFTC,1242590,2375991,771.3,38.7,6/19/20,0,-0.014,0.061,0,0,0.014111
SFTC061920_171,SFTC,1242764,2375926,771.6,38.7,6/19/20,0,-0.02,1.249,0,0,0.289041
SFTC061920_172,SFTC,1242561,2376173,771.2,38.7,6/19/20,0,-0.021,1.425,0,0,0.3296
SFTC061920_173,SFTC,1242582,2376371,770.8,38.7,6/19/20,0,-0.017,0.735,0,0,0.169916
SFTC061920_174,SFTC,1242739,2376319,769.6,38.6,6/19/20,0,-0.011,0.181,0,0,0.041792
SFTC061920_175,SFTC,1242805,2376220,768.5,38.6,6/19/20,0,-0.011,1.05,0,0,0.242091
SFTC061920_176,SFTC,1242960,2376305,769,38.6,6/19/20,0,-0.015,0.798,0,0,0.184109
SFTC061920_177,SFTC,1242967,2376177,769.2,38.7,6/19/20,0,-0.017,0.505,0,0,0.116503
SFTC061920_178,SFTC,1243183,2376140,768.8,38.8,6/19/20,0,-0.026,1.613,0,0,0.371804
SFTC061920_179,SFTC,1243195,2376256,767.3,39,6/19/20,-1.147,-0.017,1.048,0,0,0.240943
SFTC061920_180,SFTC,1243381,2376096,768.8,39,6/19/20,-0.475,-0.028,0.768,0,0,0.176914
SFTC061920_181,SFTC,1243329,2376023,767.1,39,6/19/20,0,-0.018,0.674,0,0,0.154917
SFTC061920_182,SFTC,1243555,2376055,766.2,38.9,6/19/20,0,-0.019,0.446,0,0,0.102425
SFTC061920_183,SFTC,1243592,2376013,768,38.9,6/19/20,0,-0.02,0.35,0,0,0.080567
SFTC061920_184,SFTC,1243568,2375894,768,38.9,6/19/20,0,-0.019,0.053,0,0,0.0122
SFTC061920_185,SFTC,1243401,2375875,768.8,38.9,6/19/20,0,-0.005,0.152,0,0,0.035025
SFTC061920_186,SFTC,1243136,2375958,767,39,6/19/20,0,-0.018,0.561,0,0,0.128928
SFTC061920_187,SFTC,1242982,2375985,768.8,39,6/19/20,0,-0.038,0.621,0,0,0.143052
SFTC061920_188,SFTC,1242981,2375740,770.3,39,6/19/20,0,-0.022,0.903,0,0,0.208418
SFTC061920_189,SFTC,1243004,2375660,771.6,39.1,6/19/20,0,-0.02,1.788,0,0,0.413246
SFTC061920_190,SFTC,1243114,2375805,771.5,39.1,6/19/20,0,-0.01,0.035,0,0,0.008088
SFTC061920_191,SFTC,1243271,2375755,770,39.1,6/19/20,0,-0.034,0.62,0,0,0.142998
SFTC061920_192,SFTC,1243150,2375641,769.4,39.1,6/19/20,0,-0.025,0.632,0,0,0.145653
SFTC061920_193,SFTC,1243300,2375586,771.2,39.1,6/19/20,0,-0.023,0.262,0,0,0.060523
SFTC061920_194,SFTC,1243443,2375672,771.1,39,6/19/20,0,-0.022,0.13,0,0,0.030036
SFTC061920_195,SFTC,1243508,2375743,768.9,39,6/19/20,0,-0.014,0.136,0,0,0.031333
SFTC061920_196,SFTC,1243591,2375710,769.3,38.9,6/19/20,0,-0.027,0.504,0,0,0.116213
SFTC061920_197,SFTC,1243482,2375494,770.8,39,6/19/20,0,-0.025,0.17,0,0,0.039263
SFTC061920_198,SFTC,1243607,2375530,771.9,39,6/19/20,0,-0.014,0.425,0,0,0.098296
SFTC061920_199,SFTC,1243568,2375395,773.2,39,6/19/20,-1.828,-0.021,0.358,0,0,0.08294
SFTC061920_200,SFTC,1243465,2375347,774.3,38.9,6/19/20,0,-0.009,0.119,0,0,0.027617
SFTC061920_201,SFTC,1243303,2375408,773.8,38.9,6/19/20,0,-0.024,0.187,0,0,0.043371
SFTC061920_202,SFTC,1243184,2375483,772.8,38.8,6/19/20,0,-0.017,0.148,0,0,0.034292
SFTC061920_203,SFTC,1243042,2375456,773.4,38.8,6/19/20,0,-0.017,0.498,0,0,0.115478
SFTC061920_204,SFTC,1243185,2375363,773.8,38.8,6/19/20,0,-0.025,0.221,0,0,0.051273
SFTC061920_205,SFTC,1243317,2375297,774.2,38.8,6/19/20,-1.408,-0.037,0.299,0,0,0.069405
SFTC061920_206,SFTC,1243504,2375249,774.8,38.8,6/19/20,0,-0.023,0.354,0,0,0.082235
SFTC061920_207,SFTC,1243611,2375251,775.8,38.9,6/19/20,0,-0.005,0.504,0,0,0.117195
SFTC061920_208,SFTC,1243585,2375081,775.9,38.9,6/19/20,0,-0.022,0.485,0,0,0.112791
SFTC062420_209,SFTC,1242640,2376806,775.1,27.7,6/24/20,-1.317,-0.002,4.087,0,0,0.984835
SFTC062420_210,SFTC,1242743,2376809,775.1,28.2,6/24/20,-2.133,0.003,0.005,0,0.000722,0.001203
SFTC062420_211,SFTC,1242603,2376604,775.1,28.7,6/24/20,-1.761,0.007,0.434,0,0.001681,0.104234
SFTC062420_212,SFTC,1242779,2376517,774.4,29.2,6/24/20,-0.189,0.013,0.142,0,0.003114,0.034017
SFTC062420_213,SFTC,1242997,2376540,773.8,30,6/24/20,-1.88,0.025,0.824,0,0.005968,0.19672
SFTC062420_214,SFTC,1243027,2376729,775.8,30.6,6/24/20,-1.06,0.002,0.635,0,0.000478,0.15169
SFTC062420_215,SFTC,1242949,2376889,775,31.3,6/24/20,-0.761,0,0.085,0,0,0.020237
SFTC062420_216,SFTC,1242810,2376915,773.6,31.8,6/24/20,2.621,0.002,3.399,0.621879,0.000475,0.806473
SFTC062420_217,SFTC,1242762,2376973,773.8,32.2,6/24/20,-1.329,0,1.418,0,0,0.336092
SFTC062420_218,SFTC,1242833,2376993,773.4,32.6,6/24/20,7.534,0.01,4.25,1.782438,0.002366,1.00549
